client_id,page_url,referrer,timestamp,event_name,event_data,user_agent,clientId,client_id_canonical
1740269049-apmPr839YXDQ,https://puffy.com/products/puffy-mattress?utm_source=4DD6A7&utm_medium=7B4C8A&utm_campaign=19D820&utm_content=751C86&amp_device_id=A6EE19&oid=C81E72&affid=ECCBC8&sub1=8046BD&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gbraid=D5B4AE&gclid=E4B34A&_gl=CF8DB9,,2025-02-23T00:04:11.577Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,1740269049-apmPr839YXDQ
1740268999-k1PQxqt-fODp,https://puffy.com/products/puffy-topper?irclickid=0B5E46&utm_source=0CD4C0&utm_medium=7B4C8A&clickid=0B5E46&sharedid=D41D8C&iradid=139F4C&im_ref=0B5E46&irgwc=C4CA42&size=2C2D2C,,2025-02-23T00:04:18.178Z,product_added_to_cart,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",,1740268999-k1PQxqt-fODp
1740269052-leqdp_LS_HEw,https://puffy.com/products/puffy-topper?oid=ECCBC8&affid=E4DA3B&sub1=6C42AB&sub2=6F6892&sub3=403AFE&gad_source=C4CA42&gclid=E3D6C8&size=1E921A,https://www.google.com/,2025-02-23T00:04:20.256Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 OpenWave/94.4.4350.38",,1740269052-leqdp_LS_HEw
1740268999-k1PQxqt-fODp,https://puffy.com/cart,,2025-02-23T00:04:21.041Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",,1740268999-k1PQxqt-fODp
1740269064-Rsg0rjUMpihz,https://puffy.com/products/puffy-mattress?set_view=32617F&utm_campaign=33E241&oid=ECCBC8&affid=E4DA3B&sub1=1398A1&sub2=813680&gad_source=C4CA42&gclid=ADEA76&kind=33E241,,2025-02-23T00:04:32.028Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740269064-Rsg0rjUMpihz
1740268978-eSJRlDGVFB_O,https://puffy.com/cart,,2025-02-23T00:04:33.959Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",,1740268978-eSJRlDGVFB_O
1735145261-gyximA10gU2-,https://puffy.com/products/puffy-topper?utm_source=1C367E&utm_medium=D1BEFA,,2025-02-23T00:04:35.781Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36",,1735145261-gyximA10gU2-
1738042140-70hF9QwRRdqo,https://puffy.com/cart,,2025-02-23T00:04:56.285Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1",,1738042140-70hF9QwRRdqo
1738355209-FOXBfPsttg8l,https://puffy.com/products/puffy-mattress?set_view=F7C622&size=BDBEDF,,2025-02-23T00:05:01.881Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",,1738355209-FOXBfPsttg8l
1740268982-VdXLTyXET7cW,https://puffy.com/products/puffy-mattress?size=719EF2&utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=4BDBEA&utm_content=6295FD&amp_device_id=2C8B66&oid=E4DA3B&affid=C20AD4&sub1=45D3E7&sub2=86BA7A&sub3=66854C&gad_source=C4CA42&gbraid=2F75F6&gclid=DCA398&_gl=AE9505,https://source-175c1c8e.com/,2025-02-23T00:05:42.049Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",,1740268982-VdXLTyXET7cW
1740269149-Kp468Vbhzdt7,https://puffy.com/products/puffy-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=56B21B&utm_content=751C86&amp_device_id=1DF55D&oid=E4DA3B&affid=C20AD4&sub1=615362&sub2=3EC9B9&sub3=87FB38&gad_source=C4CA42&gclid=903F09&_gl=1C275B,,2025-02-23T00:05:51.508Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740269149-Kp468Vbhzdt7
1740269159-hymfPmx-LLxP,https://puffy.com/products/puffy-mattress?set_view=32617F&utm_campaign=33E241&oid=ECCBC8&affid=E4DA3B&sub1=1398A1&sub2=813680&gad_source=C4CA42&gclid=E6FE6E&kind=33E241,,2025-02-23T00:06:05.147Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740269159-hymfPmx-LLxP
1740269167-1oxf0XUf5q8S,https://puffy.com/products/puffy-mattress?utm_source=4DD6A7&utm_medium=7B4C8A&utm_campaign=F9D767&utm_content=6295FD&amp_device_id=DF82D2&_gl=53B542&kind=C971FF,,2025-02-23T00:06:09.565Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1",,1740269167-1oxf0XUf5q8S
1737661111-Nzjx7UcHTVeV,https://puffy.com/collections/bedding,,2025-02-23T00:06:44.293Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0",,1737661111-Nzjx7UcHTVeV
1740268999-k1PQxqt-fODp,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLXdlc3QxOjAxSk1SMVdZOVc3SDAxS1lFOUNLREVHNkdZ/processing?completed=B326B5&reload_receipt=68934A&skip_shop_pay=B326B5,,2025-02-23T00:06:46.494Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",,1740268999-k1PQxqt-fODp
1740268999-k1PQxqt-fODp,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLXdlc3QxOjAxSk1SMVdZOVc3SDAxS1lFOUNLREVHNkdZ/thank-you,,2025-02-23T00:06:46.539Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",,1740268999-k1PQxqt-fODp
1740268999-k1PQxqt-fODp,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLXdlc3QxOjAxSk1SMVdZOVc3SDAxS1lFOUNLREVHNkdZ/thank-you,,2025-02-23T00:06:46.544Z,checkout_completed,"{""transaction_id"":""ORD-20250223-281"",""revenue"":245,""items"":[{""item_id"":""Q-TOPPR-F-22"",""item_name"":""Puffy Deluxe Mattress Topper"",""item_variant"":""Firm / Queen  -  (60\""W x 80\""L x 2.5\""H)"",""quantity"":1,""item_price"":245}],""user_email"":""f3f4e4fb9d459fb0570811dcf8689bc5504d72962950d93bb10d5a49b18e611a""}","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",,1740268999-k1PQxqt-fODp
1740269167-1oxf0XUf5q8S,https://puffy.com/products/puffy-mattress?utm_source=4DD6A7&utm_medium=7B4C8A&utm_campaign=F9D767&utm_content=6295FD&amp_device_id=DF82D2&_gl=53B542&kind=C971FF&size=2C2D2C,https://source-4dd6a785.com/,2025-02-23T00:06:53.708Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1",,1740269167-1oxf0XUf5q8S
1740267092-ImPAGWXFGs5m,https://puffy.com/cart?addon=0FD9EE,,2025-02-23T00:07:05.703Z,product_added_to_cart,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15",,1740267092-ImPAGWXFGs5m
1740268999-k1PQxqt-fODp,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLXdlc3QxOjAxSk1SMVdZOVc3SDAxS1lFOUNLREVHNkdZ/thank-you,,2025-02-23T00:07:31.638Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",,1740268999-k1PQxqt-fODp
1740268999-k1PQxqt-fODp,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLXdlc3QxOjAxSk1SMVdZOVc3SDAxS1lFOUNLREVHNkdZ/thank-you,,2025-02-23T00:07:31.642Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",,1740268999-k1PQxqt-fODp
1740268999-k1PQxqt-fODp,https://puffy.com/cart,,2025-02-23T00:07:33.074Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",,1740268999-k1PQxqt-fODp
1740267092-ImPAGWXFGs5m,https://puffy.com/products/puffy-monarch-mattress?size=BDBEDF,,2025-02-23T00:07:44.447Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15",,1740267092-ImPAGWXFGs5m
1740268550-YQLt5LTEkKHy,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSk1SMUtGSEg4MloyQUszOU05TUpKNzNO/processing,https://source-ee658ef2.com/,2025-02-23T00:08:00.896Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,1740268550-YQLt5LTEkKHy
1740269293-vA0MfuxgSD3x,https://puffy.com/products/puffy-adjustable-base?irclickid=8CCB9E&utm_source=D61405&utm_medium=7B4C8A&clickid=8CCB9E&sharedid=D41D8C&iradid=139F4C&im_ref=8CCB9E&irgwc=C4CA42,https://source-27d38058.com/,2025-02-23T00:08:16.451Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,1740269293-vA0MfuxgSD3x
1739173430-7nhT8A7Dj4sf,https://puffy.com/cart,,2025-02-23T00:08:19.691Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36",,1739173430-7nhT8A7Dj4sf
1740269346-unjFcr5JZv7V,https://puffy.com/products/puffy-lux-mattress?size=E9DC92&sfdr_ptcid=F29489&sfdr_hash=68218B&oid=ECCBC8&affid=E4DA3B&sub1=7EABC2&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gbraid=7D5691&gclid=86B327,,2025-02-23T00:09:07.733Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,1740269346-unjFcr5JZv7V
1740268999-k1PQxqt-fODp,https://puffy.com/products/puffy-topper,,2025-02-23T00:09:17.264Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",,1740268999-k1PQxqt-fODp
1738042140-70hF9QwRRdqo,https://puffy.com/pages/puffy-mattress-and-puffy-lux,,2025-02-23T00:09:21.093Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1",,1738042140-70hF9QwRRdqo
1740269301-uNupjpHfls7B,https://puffy.com/blogs/best-sleep/how-to-clean-poop-off-blanket,,2025-02-23T00:09:37.135Z,page_viewed,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.53 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,1740269301-uNupjpHfls7B
1740269395-INgvzS6HwoED,https://puffy.com/products/puffy-mattress?utm_content=12926E&utm_source=BABF38&utm_medium=7B4C8A&utm_campaign=C1DB00&amp_device_id=A060A1&oid=167909&affid=AAB323&sub1=565B77&sub2=B8C635&sub3=62344D&gad_source=C4CA42&gbraid=9B9C34&gclid=84DA81&_gl=EC0D73&kind=C971FF,,2025-02-23T00:09:56.775Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",,1740269395-INgvzS6HwoED
1740269409-hMT_lPTbk56H,https://puffy.com/products/puffy-topper?irclickid=0805F4&utm_source=AF630F&utm_medium=7B4C8A&clickid=0805F4&sharedid=D41D8C&iradid=139F4C&im_ref=0805F4&irgwc=C4CA42,,2025-02-23T00:10:10.538Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1",,1740269409-hMT_lPTbk56H
1740185630-IMMFawNcJJWu,https://puffy.com/pages/queen-mattresses?srsltid=3C70F0,,2025-02-23T00:10:19.618Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,1740185630-IMMFawNcJJWu
1740268374-s6Nexr5oxQy4,https://puffy.com/products/puffy-royal-mattress?resultQuiz=C4CA42&kind=E90062,,2025-02-23T00:10:22.829Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1",,1740268374-s6Nexr5oxQy4
1740015780-a8_HSCOOQtDM,https://puffy.com/products/puffy-blanket,,2025-02-23T00:11:07.621Z,page_viewed,,"Mozilla/5.0 (iPad; CPU OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",,1740015780-a8_HSCOOQtDM
1740269477-R49vrMi5H5n1,https://puffy.com/,,2025-02-23T00:11:19.082Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",,1740269477-R49vrMi5H5n1
1740269487-OmOnN0OZbE--,https://puffy.com/products/puffy-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=614BD8&utm_content=BE0FE2&oid=E4DA3B&affid=C20AD4&sub1=DAC80A&sub2=D31A9F&sub3=23BA08&gad_source=C4CA42&gbraid=5121CD&kind=C3F4C3,,2025-02-23T00:11:29.281Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",,1740269487-OmOnN0OZbE--
1740269521-Ev9jKGOo7Zyl,https://puffy.com/products/puffy-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=56B21B&utm_content=B47E18&amp_device_id=E5E222&oid=E4DA3B&affid=C20AD4&sub1=88CD30&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gclid=33B02E&_gl=3E04DA,,2025-02-23T00:12:02.900Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740269521-Ev9jKGOo7Zyl
1740269521-Ev9jKGOo7Zyl,https://puffy.com/products/puffy-lux-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=56B21B&utm_content=B47E18&amp_device_id=E5E222&oid=E4DA3B&affid=C20AD4&sub1=88CD30&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gclid=33B02E&_gl=3E04DA,,2025-02-23T00:12:13.824Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740269521-Ev9jKGOo7Zyl
1740269405-oaqRAJDu1-6M,https://puffy.com/products/puffy-mattress?utm_source=4DD6A7&utm_medium=7B4C8A&utm_campaign=B384CF&utm_content=2DEE62&oid=C81E72&affid=ECCBC8&sub1=68EB5A&sub2=F93024&sub3=7C8C81&gad_source=C4CA42&gbraid=A800F1&gclid=0A99B6&amp_device_id=595AB0&_gl=4556B8&kind=0E401F,,2025-02-23T00:12:31.712Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,1740269405-oaqRAJDu1-6M
1740269549-lzAJuwtPaHpo,https://puffy.com/blogs/best-sleep/how-big-is-a-50x60-fleece-blanket,https://www.google.com/,2025-02-23T00:12:34.962Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Mobile/15E148 Safari/604.1",,1740269549-lzAJuwtPaHpo
1740260771-PLkT55eSRZ1M,https://puffy.com/products/puffy-mattress?utm_source=4DD6A7&utm_medium=7B4C8A&utm_campaign=19D820&utm_content=751C86&amp_device_id=FEEBA6&oid=C81E72&affid=ECCBC8&sub1=8046BD&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gclid=4904C3&_gl=2E4811,,2025-02-23T00:12:45.285Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740260771-PLkT55eSRZ1M
1739816046-miQ8O9kPJhZu,https://puffy.com/,,2025-02-23T00:12:47.018Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1",,1739816046-miQ8O9kPJhZu
1740269569-Sbq-lYoEGd0M,https://puffy.com/products/puffy-lux-mattress?irclickid=0390E3&utm_source=0291C7&utm_medium=7B4C8A&clickid=0390E3&sharedid=D41D8C&iradid=05DCA9&im_ref=0390E3&irgwc=C4CA42,,2025-02-23T00:12:57.603Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,1740269569-Sbq-lYoEGd0M
1740268924-mslXZKj_F_K7,https://puffy.com/blogs/best-sleep/how-to-fold-a-blanket-for-a-gift,,2025-02-23T00:13:45.563Z,page_viewed,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.53 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,1740268924-mslXZKj_F_K7
1740269606--A9h0DDVo90q,https://puffy.com/products/puffy-mattress?set_view=32617F&utm_campaign=33E241&oid=ECCBC8&affid=E4DA3B&sub1=1398A1&sub2=813680&gad_source=C4CA42&gclid=8F4866&kind=33E241,android-app://com.google.android.googlequicksearchbox/,2025-02-23T00:14:26.832Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740269606--A9h0DDVo90q
1740269687-eyqdk-ojm3SY,https://puffy.com/blogs/best-sleep/can-you-use-a-regular-mattress-on-a-platform-bed,https://www.google.com/,2025-02-23T00:14:48.823Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.84 Mobile/15E148 Safari/604.1",,1740269687-eyqdk-ojm3SY
1737761076-Vn4cz9YhnElr,https://puffy.com/collections/bedding,,2025-02-23T00:16:19.437Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",,1737761076-Vn4cz9YhnElr
